MUNICIPIO,ESTADO,POPULACAOESTIMADA,MARGEMDECORTE,POPULACAOAPTA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
NINHEIRA,MG,10414,18.44,8494,5608,3306,1381
BARRA LONGA,MG,6965,18.44,5681,4396,2971,942
NOVA BELÉM,MG,3629,18.44,2960,2343,1219,911
MANTENA,MG,26721,18.44,21794,15481,5990,8098
TRÊS MARIAS,MG,26431,18.44,21557,18166,8462,7792
NOVORIZONTE,MG,4899,18.44,3996,3474,1921,1084
BARROSO,MG,19352,18.44,15783,13759,7390,4459
DORES DE CAMPOS,MG,9276,18.44,7566,7021,3112,2765
NOVA PORTEIRINHA,MG,7358,18.44,6001,4714,2870,1431
BELA VISTA DE MINAS,MG,9968,18.44,8130,6530,3902,1889
BELMIRO BRAGA,MG,3067,18.44,2501,2447,1532,694
ORATÓRIOS,MG,4385,18.44,3576,3479,2440,671
ORIZÂNIA,MG,6771,18.44,5522,4983,2648,1881
BELO ORIENTE,MG,21369,18.44,17429,14862,7341,6172
PADRE CARVALHO,MG,5828,18.44,4753,3173,2098,776
BELO VALE,MG,7267,18.44,5927,6534,3569,2132
PAI PEDRO,MG,5979,18.44,4876,3939,2774,754
BERILO,MG,13214,18.44,10777,6877,4779,1323
PATIS,MG,5346,18.44,4360,3836,2976,610
BERTÓPOLIS,MG,4588,18.44,3742,3416,2275,824
PEDRA BONITA,MG,6474,18.44,5280,4806,2148,2163
PIEDADE DE CARATINGA,MG,6444,18.44,5256,5876,2556,2772
BIAS FORTES,MG,3880,18.44,3165,2944,1960,626
BICAS,MG,13638,18.44,11123,8951,4428,3470
ANAJÁS,PA,24942,24.77,18764,15780,7161,6827
PINTÓPOLIS,MG,7727,18.44,6302,4265,2932,918
BIQUINHAS,MG,2592,18.44,2114,1971,958,772
PONTO CHIQUE,MG,4046,18.44,3300,2630,1961,436
BETIM,MG,415098,18.44,338554,247489,106684,105877
REDUTO,MG,6344,18.44,5174,4486,2265,1846
BOA ESPERANÇA,MG,37801,18.44,30830,24351,10777,10598
BOCAINA DE MINAS,MG,5034,18.44,4106,3530,1782,1280
SANTA BÁRBARA DO MONTE VERDE,MG,2796,18.44,2280,2612,1522,819
BOCAIÚVA,MG,44657,18.44,36422,28328,18720,6950
SANTA LUZIA DO PARÁ,PA,18123,24.77,13634,13794,9564,3070
SANTA CRUZ DE MINAS,MG,7347,18.44,5992,5309,2137,2378
SANTA CRUZ DE SALINAS,MG,5192,18.44,4235,2988,2226,391
BOM DESPACHO,MG,42260,18.44,34467,30238,9517,16473
BOM JARDIM DE MINAS,MG,6481,18.44,5286,4635,2531,1485
SANTA HELENA DE MINAS,MG,5892,18.44,4806,3834,2551,814
BOM JESUS DA PENHA,MG,3787,18.44,3089,2827,974,1457
SANTO ANTÔNIO DO RETIRO,MG,6817,18.44,5560,4547,2919,1075
BOM JESUS DO AMPARO,MG,5412,18.44,4414,4020,2229,1219
SÃO DOMINGOS DAS DORES,MG,5232,18.44,4267,4136,1812,1871
IAPU,MG,10851,18.44,8850,7194,3308,3295
BOM JESUS DO GALHO,MG,15198,18.44,12395,9269,4759,3618
CARATINGA,MG,81731,18.44,66660,48056,20672,22023
SÃO FÉLIX DE MINAS,MG,3387,18.44,2762,2443,1226,981
BOM REPOUSO,MG,10482,18.44,8549,7520,3431,3206
SÃO GERALDO DO BAIXIO,MG,3253,18.44,2653,2284,1169,905
BOM SUCESSO,MG,17194,18.44,14023,11174,5379,4212
SANTO ANTÔNIO DO AMPARO,MG,17255,18.44,14073,11741,7140,3156
SÃO JOÃO DAS MISSÕES,MG,10769,18.44,8783,7094,5008,1441
BONFIM,MG,6715,18.44,5477,5565,2756,1850
PALESTINA DO PARÁ,PA,7156,24.77,5383,4610,2651,1687
BELO HORIZONTE,MG,2412937,18.44,1967991,1570361,638002,699105
ANANINDEUA,PA,484278,24.77,364322,287652,126428,121572
SÃO JOAQUIM DE BICAS,MG,22214,18.44,18118,16769,8235,6394
BONFINÓPOLIS DE MINAS,MG,5828,18.44,4753,3588,1996,1260
